comments,duration,film_date,languages,main_speaker,num_speaker,published_date,speaker_occupation,title,views,Beautiful,Confusing,Courageous,Funny,Informative,Ingenious,Inspiring,Longwinded,Unconvincing,Fascinating,Jaw-dropping,Persuasive,OK,Obnoxious,Title_Length,Number_Question_marks
61,695,1334620800,22,Wolfgang Kessling,1,1340377202,Physicist,How to air-condition outdoor spaces,703243,0.02287581699346405,0.0196078431372549,0.011437908496732024,0.0016339869281045752,0.20098039215686275,0.17647058823529413,0.08333333333333333,0.08496732026143791,0.08006535947712418,0.11274509803921567,0.011437908496732024,0.05392156862745098,0.1111111111111111,0.029411764705882356,5,0
63,473,1322870400,28,Jon Nguyen,1,1340460285,Engineer,Tour the solar system from home,721905,0.08898776418242492,0.0,0.004449388209121246,0.014460511679644046,0.18687430478309236,0.12458286985539488,0.13904338153503892,0.008898776418242492,0.004449388209121246,0.2647385984427141,0.10233592880978866,0.016685205784204668,0.03670745272525028,0.00778642936596218,6,1
158,912,1335484800,22,Nirmalya Kumar,1,1340546417,Professor,India's invisible innovation,881361,0.027303754266211604,0.009101251422070534,0.03185437997724687,0.009101251422070534,0.3492605233219568,0.02957906712172924,0.12741751990898748,0.023890784982935155,0.05574516496018202,0.12514220705346984,0.03640500568828214,0.11831626848691695,0.04209328782707622,0.01478953356086462,3,1
150,896,1334793600,28,E.O. Wilson,1,1340636423,Biologist,Advice to a young scientist,1057964,0.07255747126436783,0.009339080459770116,0.03879310344827586,0.009339080459770116,0.08908045977011493,0.02155172413793104,0.4590517241379311,0.03807471264367816,0.013649425287356324,0.07974137931034482,0.013649425287356324,0.10991379310344827,0.04238505747126437,0.002873563218390805,5,0
87,646,1334793600,31,Rives,1,1340724402,"Performance poet, multimedia artist",Reinventing the encyclopedia game,722536,0.07167235494880546,0.0034129692832764505,0.0017064846416382253,0.27047781569965873,0.1561433447098976,0.0947098976109215,0.1220136518771331,0.005119453924914676,0.010238907849829351,0.1902730375426621,0.021331058020477817,0.014505119453924915,0.034129692832764506,0.004266211604095563,4,0
109,946,1340668800,26,Massimo Banzi,1,1340805363,Physical Computing Guru,How Arduino is open-sourcing imagination,1778974,0.019595448798988627,0.0,0.009481668773704172,0.02338811630847029,0.0979772439949431,0.1984829329962073,0.3198482932996207,0.0018963337547408343,0.0025284450063211127,0.1959544879898862,0.0897597977243995,0.02844500632111252,0.012642225031605562,0.0,5,0
156,1070,1340668800,26,Don Tapscott,1,1340893897,Digital strategist,Four principles for the open world,1009356,0.08466190214403517,0.004947773501924134,0.032985156679494226,0.007696536558548653,0.12479384277075314,0.030786146234194605,0.3666849917537108,0.010995052226498077,0.015393073117097306,0.11984606926882906,0.04562946673996701,0.12204507971412865,0.029136888400219906,0.004398020890599231,6,0
254,892,1340755200,29,Elyn Saks,1,1340976996,Mental health law scholar,A tale of mental illness -- from the inside,3247799,0.06848989298454221,0.003091557669441141,0.32841854934601666,0.003091557669441141,0.13412604042806184,0.007372175980975029,0.2563614744351962,0.005945303210463734,0.002615933412604043,0.08608799048751486,0.04661117717003567,0.046135552913198576,0.010463733650416172,0.0011890606420927464,9,1
309,625,1341014400,29,Boaz Almog,1,1341242739,Quantum Researcher,The levitating superconductor,2364799,0.02446839498980484,0.006990969997087096,0.004660646664724729,0.006990969997087096,0.1066122924555782,0.11010777745412176,0.06437518205651034,0.005825808330905913,0.005825808330905913,0.2277891057384212,0.4028546460821439,0.009321293329449459,0.021264200407806584,0.0029129041654529565,3,1
211,386,1340582400,38,Alanna Shaikh,1,1341327608,Global health and development specialist,How I'm preparing to get Alzheimer's,1280380,0.13072122052704574,0.004507628294036061,0.25728155339805825,0.02219140083217753,0.11234396671289876,0.015603328710124828,0.308252427184466,0.004507628294036061,0.009015256588072122,0.033287101248266296,0.013176144244105409,0.06726768377253814,0.019417475728155338,0.0024271844660194173,6,0
56,658,1334534400,27,Raghava KK,1,1341411402,Artist,What's your 200-year plan?,811778,0.058925476603119586,0.1074523396880416,0.02599653379549393,0.0537261698440208,0.027729636048526858,0.03639514731369151,0.16464471403812825,0.08492201039861352,0.15251299826689774,0.0537261698440208,0.010398613518197573,0.029462738301559793,0.12478336221837087,0.06932409012131716,4,1
102,870,1340582400,22,Cesar Harada,1,1341500226,"Inventor, environmentalist, educator",A novel idea for cleaning up oil spills,841128,0.027656477438136828,0.002911208151382824,0.052401746724890834,0.009461426491994178,0.05312954876273653,0.2954876273653566,0.2547307132459971,0.005094614264919942,0.013100436681222708,0.1433770014556041,0.0735080058224163,0.05458515283842795,0.013100436681222708,0.001455604075691412,8,0
211,1010,1340841600,33,Usman Riaz + Preston Reed,2,1341586444,Revolutionary Guitarist,A young guitarist meets his hero,3346345,0.289710910786447,0.001554243083618278,0.011190550202051602,0.0037301834006838674,0.001554243083618278,0.04631644389182468,0.16692570718060304,0.006216972334473112,0.004662729250854834,0.1538700652782095,0.28940006216972336,0.005906123717749456,0.01616412806963009,0.0027976375505129004,6,0
554,1170,1340841600,30,Jane McGonigal,1,1341846140,Game Designer,The game that can give you 10 extra years of life,6141140,0.06379851038808311,0.0013720109760878088,0.06948255586044688,0.059290474323794584,0.08535868286946295,0.08428067424539397,0.3145825166601333,0.0055860446883575065,0.02205017640141121,0.11936495491963935,0.03488827910623285,0.12083496667973345,0.011662093296746374,0.007448059584476676,11,0
198,863,1334534400,24,Jonathan Eisen,1,1341932967,Biologist,Meet your microbes,736224,0.001696352841391009,0.010178117048346057,0.012722646310432571,0.022052586938083117,0.450381679389313,0.02459711620016964,0.05258693808312129,0.015267175572519085,0.010178117048346057,0.2357930449533503,0.027989821882951654,0.10008481764206956,0.03307888040712468,0.003392705682782018,3,0
108,647,1337385600,26,Chris Gerdes,1,1342018823,Mechanical engineer,"The future race car -- 150mph, and no driver",731620,0.008992805755395683,0.008992805755395683,0.01618705035971223,0.0539568345323741,0.1672661870503597,0.13309352517985612,0.09892086330935253,0.03776978417266187,0.039568345323741004,0.25359712230215825,0.052158273381294966,0.03776978417266187,0.07913669064748201,0.012589928057553957,9,0
458,1165,1340841600,27,Marc Goodman,1,1342105686,Global Security Futurist,A vision of crimes in the future,1217317,0.0033126293995859213,0.016977225672877846,0.043478260869565216,0.007453416149068324,0.2318840579710145,0.01904761904761905,0.05093167701863354,0.02691511387163561,0.16438923395445135,0.11677018633540373,0.0927536231884058,0.125879917184265,0.035610766045548664,0.06459627329192548,7,0
48,600,1330560000,27,Jared Ficklin,1,1342193297,Visualizer,New ways to see music (with color! and fire!),669088,0.11206896551724138,0.02586206896551724,0.010775862068965518,0.017241379310344827,0.09698275862068964,0.15301724137931033,0.0603448275862069,0.03448275862068965,0.06896551724137931,0.2866379310344828,0.03448275862068965,0.0021551724137931034,0.08836206896551724,0.008620689655172414,9,0
165,945,1328918400,25,Todd Humphreys,1,1342274317,Assistant Professor,How to fool a GPS,729428,0.004314994606256742,0.004314994606256742,0.012944983818770229,0.008629989212513484,0.3408845738942826,0.08306364617044229,0.044228694714131614,0.004314994606256742,0.008629989212513484,0.2686084142394822,0.09385113268608414,0.07551240560949299,0.044228694714131614,0.0064724919093851144,5,0
45,285,1330300800,32,Gabriel Barcia-Colombo,1,1342365152,Video sculptor,Capturing memories in video art,729993,0.10460992907801417,0.024822695035460998,0.0053191489361702135,0.2429078014184397,0.008865248226950355,0.19326241134751773,0.07624113475177305,0.010638297872340424,0.031914893617021274,0.17198581560283688,0.030141843971631208,0.0035460992907801413,0.08156028368794327,0.014184397163120569,5,0
197,978,1340928000,25,Mina Bissell,1,1342451934,Cancer Researcher,Experiments that point to a new understanding of cancer,990712,0.057763645998940114,0.010598834128245893,0.050344462109168,0.003179650238473768,0.14573396926338106,0.13248542660307366,0.18441971383147854,0.006359300476947536,0.005299417064122946,0.22310545839957605,0.10227874933757286,0.060413354531001585,0.013778484366719659,0.0042395336512983575,9,0
138,730,1340755200,22,Jamie Drummond,1,1342537652,Anti-poverty activist,Let's crowdsource the world's goals,509747,0.021791767554479417,0.02663438256658596,0.05811138014527845,0.004842615012106539,0.15012106537530268,0.03389830508474576,0.2687651331719128,0.024213075060532687,0.10653753026634384,0.04116222760290557,0.02663438256658596,0.15980629539951574,0.06295399515738499,0.014527845036319613,5,0
89,587,1337385600,27,Baba Shiv,1,1342623575,Neuroeconomist,Sometimes it's good to give up the driver's seat,850833,0.008213552361396304,0.03490759753593429,0.02258726899383984,0.006160164271047228,0.2628336755646817,0.0513347022587269,0.11704312114989733,0.02258726899383984,0.10061601642710473,0.11498973305954825,0.008213552361396304,0.14989733059548255,0.09650924024640656,0.004106776180698152,9,0
140,484,1340668800,26,Matt Mills,2,1342710018,Technologist,Image recognition that triggers augmented reality,2623011,0.01705115346038114,0.0020060180541624875,0.01103309929789368,0.01705115346038114,0.07622868605817452,0.21464393179538616,0.0802407221664995,0.005015045135406218,0.03410230692076228,0.2357071213640923,0.2357071213640923,0.012036108324974924,0.051153460381143434,0.00802407221664995,6,0
277,575,1340755200,36,Neil Harbisson,1,1342796438,Sonochromatic Cyborg Artist,I listen to color,2468887,0.09016393442622953,0.004098360655737704,0.031193078324225864,0.09517304189435337,0.05737704918032788,0.098816029143898,0.13228597449908924,0.0025045537340619307,0.00796903460837887,0.2755009107468124,0.16826047358834245,0.010473588342440802,0.02345173041894353,0.00273224043715847,4,0
66,734,1332547200,27,John Graham-Cumming,1,1342878996,Computer programmer,The greatest machine that never was,1184933,0.02420382165605096,0.008917197452229299,0.006369426751592357,0.03694267515923567,0.3146496815286624,0.08789808917197453,0.0840764331210191,0.025477707006369428,0.005095541401273885,0.2955414012738853,0.03821656050955414,0.008917197452229299,0.05987261146496815,0.003821656050955414,6,0
67,848,1334793600,21,Vinay Venkatraman,1,1342969159,Designer,Technology crafts for the digitally underserved,585351,0.02254428341384863,0.0032206119162640897,0.037037037037037035,0.0016103059581320449,0.08856682769726247,0.3043478260869565,0.25442834138486314,0.008051529790660225,0.012882447665056359,0.13365539452495975,0.06924315619967794,0.05314009661835749,0.011272141706924315,0.0,6,0
203,1003,1340668800,22,James Stavridis,1,1343055617,Navy Admiral,A Navy Admiral's thoughts on global security,721266,0.007509386733416771,0.006257822277847309,0.055068836045056316,0.0050062578222778474,0.181476846057572,0.02503128911138924,0.22152690863579474,0.027534418022528158,0.10763454317897372,0.07884856070087609,0.02002503128911139,0.1639549436795995,0.050062578222778466,0.050062578222778466,7,0
227,596,1340755200,34,Malte Spitz,1,1343142603,"Politician, data activist",Your phone company is watching,1619108,0.0151356993736952,0.006784968684759917,0.15866388308977036,0.0020876826722338203,0.35908141962421714,0.012004175365344469,0.06680584551148225,0.01617954070981211,0.02192066805845512,0.06315240083507306,0.07776617954070981,0.15292275574112735,0.03810020876826722,0.009394572025052192,5,1
135,861,1336608000,36,Tracy Chevalier,1,1343230066,Author,Finding the story inside the painting,1191702,0.2257085020242915,0.006072874493927126,0.011133603238866396,0.04554655870445344,0.06477732793522267,0.041497975708502034,0.1791497975708502,0.032388663967611336,0.044534412955465584,0.1508097165991903,0.02530364372469636,0.0354251012145749,0.11842105263157895,0.019230769230769232,6,3
404,662,1340841600,26,Ramesh Raskar,1,1343314919,Femto-photographer,Imaging at a trillion frames per second,4039820,0.057276750846133824,0.0026034886748242643,0.0041655818797188245,0.007029419422025514,0.07628221817235095,0.17078885706847174,0.08383233532934131,0.0020827909398594122,0.002863837542306691,0.23769851601145536,0.33689143452225984,0.01015360583181463,0.0054673262171309545,0.002863837542306691,7,0
131,667,1340755200,26,Michael Hansmeyer,1,1343402236,Computational architect,Building unimaginable shapes,863507,0.21311475409836064,0.013114754098360656,0.007650273224043716,0.006557377049180328,0.04480874316939891,0.1453551912568306,0.126775956284153,0.01748633879781421,0.04480874316939891,0.19672131147540986,0.11366120218579236,0.015300546448087432,0.041530054644808745,0.013114754098360656,3,0
89,763,1340323200,29,Noah Wilson-Rich,1,1343484115,Beekeeper,Every city needs healthy honey bees,687263,0.042997542997543,0.009828009828009828,0.013513513513513514,0.05896805896805898,0.2395577395577396,0.03562653562653563,0.214987714987715,0.0085995085995086,0.03071253071253072,0.1031941031941032,0.019656019656019656,0.16093366093366093,0.042997542997543,0.018427518427518427,6,0
43,711,1331337600,0,Giles Duley,1,1343573700,Photojournalist,When a reporter becomes the story,144044,0.12052730696798493,0.0009416195856873825,0.295668549905838,0.003766478342749529,0.0160075329566855,0.004708097928436911,0.3964218455743879,0.003766478342749529,0.0,0.04708097928436912,0.04519774011299435,0.05743879472693032,0.007532956685499058,0.0009416195856873825,6,0
463,1131,1340928000,29,Michael Anti,1,1343660633,Blogger,Behind the Great Firewall of China,1423930,0.011296076099881092,0.015457788347205709,0.1991676575505351,0.06004756242568371,0.2818073721759809,0.01605231866825208,0.09215219976218787,0.01426872770511296,0.01961950059453032,0.1456599286563615,0.027348394768133173,0.07728894173602854,0.03448275862068965,0.00535077288941736,6,0
168,839,1328054400,26,Stephen Ritz,1,1343746940,Teacher,A teacher growing green in the South Bronx,1112964,0.05588822355289421,0.0014970059880239524,0.060379241516966074,0.0998003992015968,0.04940119760479042,0.09081836327345308,0.3917165668662675,0.0024950099800399197,0.000499001996007984,0.0658682634730539,0.09031936127744512,0.08383233532934131,0.003992015968063872,0.0034930139720558877,8,0
473,1240,1340668800,29,Daphne Koller,1,1343833364,Educator,What we're learning from online education,2302206,0.02892833662064432,0.003287310979618672,0.03879026955950033,0.006355467893929432,0.143545912776682,0.0994959456497918,0.3350865658557966,0.0050405435020819634,0.003506465044926584,0.12163050624589085,0.054350208196362035,0.1433267587113741,0.014245014245014244,0.002410694718387026,6,0
64,589,1340668800,29,Becci Manson,1,1343920031,Photo Retoucher,(Re)touching lives through photos,767285,0.3317013463892289,0.00244798041615667,0.07343941248470012,0.0036719706242350062,0.02325581395348837,0.03304773561811505,0.3598531211750306,0.00244798041615667,0.00244798041615667,0.10526315789473684,0.0208078335373317,0.014687882496940025,0.01958384332925336,0.0073439412484700125,4,0
117,1010,1337385600,26,Mark Applebaum,1,1344006218,Composer,The mad scientist of music,3600582,0.02395209580838324,0.04431137724550898,0.03473053892215569,0.18562874251497005,0.011976047904191616,0.12095808383233532,0.13053892215568866,0.04910179640718563,0.061077844311377236,0.12934131736526944,0.02994011976047904,0.022754491017964076,0.04910179640718563,0.1065868263473054,5,0
148,602,1338681600,0,Hannah Fry,1,1344088637,Complexity theorist,Is life really that complex?,353350,0.030075187969924814,0.03759398496240601,0.005639097744360902,0.02725563909774436,0.2471804511278196,0.11090225563909774,0.044172932330827065,0.023496240601503758,0.07236842105263158,0.1823308270676692,0.009398496240601505,0.10150375939849623,0.09210526315789473,0.015977443609022556,5,1
203,947,1334880000,32,Scilla Elworthy,1,1344179026,Peace builder,Fighting with nonviolence,1145261,0.0975456261799874,0.01132787916928886,0.1252359974826935,0.004405286343612335,0.0711139081183134,0.013215859030837005,0.3303964757709251,0.03146633102580239,0.06167400881057269,0.06167400881057269,0.01762114537444934,0.13215859030837004,0.030837004405286344,0.01132787916928886,3,1
466,776,1340928000,35,Margaret Heffernan,1,1344265204,Management thinker,Dare to disagree,3167353,0.023827591440279253,0.003794202458643193,0.12217331916831085,0.0009106085900743664,0.13325239034754893,0.024738200030353617,0.30657155865837,0.008347245409015025,0.005008347245409015,0.1028987706784034,0.012293215966003948,0.222947336469874,0.03126422825921992,0.001972985278494461,3,0
231,364,1340668800,34,Max Little,1,1344351883,Applied mathematician,A test for Parkinson's with a phone call,1065331,0.012672811059907836,0.001152073732718894,0.018433179723502304,0.002304147465437788,0.18663594470046085,0.3421658986175115,0.10023041474654378,0.001152073732718894,0.013824884792626729,0.14170506912442396,0.08525345622119816,0.06221198156682028,0.03225806451612903,0.0,8,0
203,801,1336608000,31,Pam Warhurst,1,1344524642,"Cofounder, Incredible Edible",How we can eat our landscapes,1206351,0.053520114942528736,0.0010775862068965515,0.05783045977011495,0.045258620689655166,0.07686781609195402,0.10811781609195402,0.3559626436781609,0.002873563218390805,0.005387931034482759,0.08620689655172414,0.034841954022988515,0.16163793103448276,0.008261494252873564,0.0021551724137931034,6,1
223,582,1340928000,27,Kirby Ferguson,1,1344610939,Filmmaker and Remixer,Embrace the remix,1356163,0.018107476635514017,0.0017523364485981306,0.06658878504672898,0.04614485981308411,0.1927570093457944,0.053154205607476634,0.14894859813084113,0.0040887850467289715,0.02219626168224299,0.12032710280373833,0.021612149532710283,0.2622663551401869,0.037383177570093455,0.004672897196261682,3,0
526,1161,1327190400,34,Lisa Kristine,1,1344693645,Photographer,Photos that bear witness to modern slavery,2586606,0.03639276722362097,0.004577706569008928,0.22499427786678874,0.00617990386816205,0.16983291371023118,0.003662165255207141,0.1975280384527352,0.006408789196612497,0.005493247882810711,0.047150377660791935,0.1675440604257267,0.11627374685282675,0.007324330510414282,0.006637674525062943,7,0
75,424,1340323200,30,Mark Forsyth,1,1344784403,Writer,What's a snollygoster? A short lesson in political speak,582161,0.016605166051660517,0.005535055350553504,0.007380073800738006,0.15129151291512916,0.3339483394833948,0.03690036900369004,0.012915129151291513,0.02029520295202952,0.03505535055350553,0.18265682656826568,0.014760147601476013,0.08856088560885607,0.0904059040590406,0.003690036900369004,9,2
170,844,1340841600,29,Ivan Krastev,1,1344871207,Public intellectual,Can democracy exist without trust?,640604,0.007113821138211381,0.018292682926829267,0.08739837398373984,0.011178861788617886,0.1991869918699187,0.06402439024390244,0.09654471544715447,0.017276422764227643,0.02642276422764228,0.12703252032520326,0.03658536585365853,0.27134146341463417,0.03455284552845528,0.003048780487804878,5,1
82,563,1340323200,23,Caitria + Morgan O'Neill,2,1344956665,Disaster relief expert,How to step up in the face of disaster,805880,0.007473841554559044,0.010463378176382659,0.13452914798206278,0.016442451420029897,0.14499252615844546,0.10762331838565024,0.28400597907324365,0.008968609865470852,0.01345291479820628,0.04334828101644245,0.044843049327354265,0.10014947683109117,0.07025411061285501,0.01345291479820628,9,0
439,1081,1330560000,30,Jon Ronson,1,1345043885,Writer and filmmaker,Strange answers to the psychopath test,10167161,0.03634808638015822,0.014966859097712209,0.04853538593115245,0.12401111823818688,0.14624759461193074,0.05537737866153517,0.047252512294205684,0.018387855462903568,0.025871285011759674,0.30297199059226004,0.060508873209322224,0.07611716912550781,0.03228565319649348,0.011118238186871928,6,1
91,665,1340323200,27,Timothy Prestero,1,1345129241,Designer,"Design for people, not awards",1024653,0.02005469462169553,0.002734731084776664,0.031905195989061066,0.034639927073837735,0.19325432999088424,0.13126709206927986,0.2789425706472197,0.0018231540565177761,0.0009115770282588881,0.08659981768459435,0.010938924339106657,0.1905195989061076,0.016408386508659983,0.0,5,0
98,987,1340668800,25,Rob Legato,1,1345215691,Visual Effects Guru,The art of creating awe,1952381,0.07394957983193277,0.0039215686274509795,0.006722689075630253,0.2145658263305322,0.12492997198879552,0.14285714285714285,0.06330532212885154,0.006722689075630253,0.006722689075630253,0.24369747899159666,0.06330532212885154,0.010644257703081231,0.031932773109243695,0.006722689075630253,5,0
63,749,1340841600,25,Robert Neuwirth,1,1346858398,Author,The power of the informal economy,754755,0.009628610729023384,0.012379642365887207,0.03851444291609354,0.017881705639614855,0.3425034387895461,0.0343878954607978,0.09766162310866576,0.005502063273727648,0.04264099037138927,0.1623108665749656,0.031636863823933985,0.14442916093535074,0.04401650618982118,0.016506189821182942,6,0
78,732,1340755200,24,Shyam Sankar,1,1346944282,Data Intelligence Agent,The rise of human-computer cooperation,856136,0.031454783748361734,0.019659239842726082,0.017038007863695942,0.007863695937090432,0.2516382699868938,0.061598951507208385,0.1258191349934469,0.03669724770642202,0.04062909567496723,0.18610747051114024,0.034076015727391884,0.10747051114023592,0.07339449541284404,0.00655307994757536,5,0
49,956,1340668800,20,Antony Gormley,1,1347030007,Sculptor,"Sculpted space, within and without",464213,0.178125,0.053125,0.0,0.00625,0.015625,0.04375,0.2125,0.0875,0.08125,0.15625,0.01875,0.01875,0.090625,0.0375,5,0
109,885,1340755200,21,Jonathan Trent,1,1347116997,Scientist and biofuel guru,Energy from floating algae pods,809361,0.014130434782608697,0.002173913043478261,0.021739130434782608,0.004347826086956522,0.16195652173913044,0.2510869565217391,0.15108695652173912,0.0076086956521739125,0.04456521739130435,0.1565217391304348,0.05760869565217393,0.10217391304347828,0.021739130434782608,0.003260869565217391,5,0
159,1001,1340323200,22,Kent Larson,1,1347199628,Architect,Brilliant designs to fit more people in every city,1052980,0.01021897810218978,0.00145985401459854,0.00510948905109489,0.004379562043795621,0.08357664233576642,0.5693430656934306,0.11934306569343064,0.004744525547445254,0.012043795620437956,0.09635036496350363,0.024087591240875908,0.052189781021897814,0.016423357664233574,0.00072992700729927,9,1
169,1250,1336089600,27,Scott Fraser,1,1347289162,"Forensic psychologist, expert witness",Why eyewitnesses get it wrong,1050633,0.007431874483897605,0.017341040462427744,0.04459124690338563,0.007431874483897605,0.2634186622625929,0.02972749793559042,0.04872006606110652,0.018166804293971925,0.04624277456647399,0.19405450041288191,0.0611065235342692,0.222130470685384,0.027250206440957887,0.012386457473162676,5,1
96,742,1340755200,28,Vikram Patel,1,1347375645,Mental health care advocate,Mental health for all by involving all,933277,0.04671532846715328,0.004379562043795621,0.06861313868613139,0.0,0.2467153284671533,0.061313868613138686,0.24087591240875916,0.0145985401459854,0.007299270072992701,0.06277372262773723,0.033576642335766425,0.18686131386861315,0.026277372262773727,0.0,7,0
455,865,1340668800,27,Leslie T. Chang,1,1347462247,Journalist,The voices of China's workers,1362071,0.048302872062663184,0.01370757180156658,0.06919060052219321,0.01240208877284595,0.2826370757180157,0.016971279373368148,0.1422976501305483,0.01370757180156658,0.06527415143603134,0.11357702349869453,0.03328981723237598,0.13315926892950392,0.028720626631853787,0.026762402088772844,5,0
96,898,1340841600,23,Susan Solomon,1,1347549376,Stem cell research advocate,The promise of research with stem cells,832831,0.027816411682892908,0.01808066759388039,0.03337969401947149,0.004172461752433936,0.2433936022253129,0.0917941585535466,0.12795549374130738,0.022253129346314324,0.02503477051460361,0.16550764951321278,0.0611961057023644,0.11961057023643948,0.043115438108484005,0.016689847009735744,7,0
82,918,1340755200,22,Wayne McGregor,1,1347634731,Dancer and Choreographer,A choreographer's creative process in real time,891589,0.2020057306590258,0.04154727793696275,0.04011461318051576,0.024355300859598854,0.044412607449856735,0.05730659025787966,0.19340974212034384,0.022922636103151862,0.08022922636103152,0.1833810888252149,0.02005730659025788,0.0157593123209169,0.04297994269340974,0.03151862464183381,7,0
78,1043,1340755200,21,Beth Noveck,1,1347722978,Open-government expert,Demand a more open-source government,516355,0.029876977152899824,0.005272407732864675,0.05272407732864675,0.005272407732864675,0.16520210896309315,0.070298769771529,0.2302284710017575,0.04042179261862917,0.03866432337434095,0.07381370826010544,0.03866432337434095,0.1968365553602812,0.03866432337434095,0.0140597539543058,5,1
211,855,1336608000,27,Tristram Stuart,1,1347803828,Author and Activist,The global food waste scandal,1471114,0.01307531380753138,0.0036610878661087866,0.052824267782426784,0.014644351464435146,0.2923640167364017,0.019351464435146442,0.21234309623430964,0.0020920502092050207,0.009414225941422594,0.08577405857740586,0.058577405857740586,0.21809623430962344,0.016736401673640166,0.0010460251046025104,5,0
165,866,1340582400,32,Sarah-Jayne Blakemore,1,1347894086,Cognitive Neuroscientist,The mysterious workings of the adolescent brain,2246203,0.025173611111111112,0.013888888888888888,0.0078125,0.022135416666666668,0.4244791666666667,0.02430555555555556,0.08116319444444445,0.016927083333333332,0.013454861111111112,0.21223958333333331,0.013020833333333334,0.08289930555555555,0.051215277777777776,0.011284722222222222,7,1
128,591,1340668800,34,Julian Treasure,1,1347980455,Sound consultant,Why architects need to use their ears,1225395,0.01952807160292921,0.0024410089503661514,0.008136696501220505,0.004068348250610253,0.28152969894222946,0.061025223759153785,0.17982099267697316,0.004068348250610253,0.004068348250610253,0.1277461350691619,0.028478437754271762,0.2497965825874695,0.028478437754271762,0.0008136696501220504,7,0
94,719,1340755200,28,Andrew Blum,1,1348067318,Network author,Discover the physical side of the internet,1337967,0.024850042844901457,0.010282776349614395,0.009425878320479864,0.04627249357326478,0.403598971722365,0.02313624678663239,0.043701799485861184,0.04198800342759212,0.01713796058269066,0.22793487574978574,0.02570694087403599,0.017994858611825194,0.09768637532133677,0.010282776349614395,7,0
91,561,1334880000,28,Bandi Mbubi,1,1348152984,Social Justice Activist,Demand a fair trade cell phone,587181,0.02909647779479326,0.0061255742725880545,0.12557427258805512,0.0015313935681470136,0.2771822358346095,0.010719754977029095,0.16539050535987748,0.016845329249617153,0.04594180704441042,0.03215926493108729,0.019908116385911175,0.2388973966309341,0.02297090352220521,0.007656967840735069,6,0
81,741,1334102400,26,Ed Gavagan,1,1348236909,"Designer, Storyteller",A story about knots and surgeons,924318,0.16666666666666666,0.006578947368421052,0.3230994152046784,0.029970760233918124,0.013157894736842105,0.0029239766081871343,0.2565789473684211,0.005847953216374269,0.0014619883040935672,0.08552631578947369,0.07821637426900585,0.008771929824561403,0.02046783625730994,0.0007309941520467836,6,0
169,1186,1340668800,23,Rachel Botsman,1,1348328337,Trust researcher,The currency of the new economy is trust,1239316,0.03544882790165809,0.0051457975986277885,0.02229845626072041,0.00743281875357347,0.2206975414522584,0.062321326472269865,0.2224128073184677,0.016009148084619784,0.018296169239565462,0.17381360777587193,0.02973127501429388,0.14751286449399656,0.03259005145797598,0.006289308176100629,8,0
260,847,1338768000,26,Andrew McAfee,1,1348413016,Management theorist,Are droids taking our jobs?,956324,0.016337059329320718,0.007738607050730869,0.021496130696474637,0.019776440240756664,0.1943250214961307,0.03697334479793637,0.16680997420464316,0.004299226139294928,0.03955288048151333,0.17196904557179707,0.06792777300085985,0.17884780739466896,0.03611349957007739,0.03783319002579536,5,1
45,803,1340755200,27,Read Montague,1,1348498974,Behavioral Neuroscientist,"What we're learning from 5,000 brains",693628,0.008,0.1008,0.0032,0.0048,0.2096,0.0768,0.0608,0.1408,0.07200000000000001,0.1696,0.0176,0.024,0.0848,0.0272,6,0
202,1112,1340668800,24,Clay Shirky,1,1348584705,Social Media Theorist,How the Internet will (one day) transform government,1245095,0.00771513353115727,0.005934718100890208,0.02729970326409496,0.04925816023738872,0.17922848664688426,0.10979228486646883,0.228486646884273,0.00771513353115727,0.003560830860534124,0.1169139465875371,0.04213649851632048,0.20712166172106825,0.012462908011869436,0.002373887240356083,8,1
180,528,1348617600,0,John Lloyd,1,1348671709,Producer,An animated tour of the invisible,336430,0.06896551724137931,0.005747126436781609,0.009283819628647216,0.2917771883289125,0.1202475685234306,0.12113174182139698,0.09106984969053934,0.007073386383731211,0.007073386383731211,0.1927497789566755,0.027409372236958444,0.017683465959328033,0.03050397877984085,0.009283819628647216,6,0
380,809,1338854400,34,Ben Goldacre,1,1348758104,Debunker,What doctors don't know about the drugs they prescribe,2228138,0.002378121284185493,0.0011890606420927464,0.12812128418549346,0.005945303210463734,0.3347205707491082,0.01159334126040428,0.037158145065398336,0.00535077288941736,0.0044589774078478,0.06272294887039237,0.14417360285374553,0.2470273483947681,0.013674197384066588,0.0014863258026159335,9,0
87,356,1340582400,36,Bahia Shehab,1,1348845792,Artist and historian,A thousand times no,1024326,0.19576719576719576,0.0021164021164021165,0.32275132275132273,0.004232804232804233,0.04126984126984127,0.026455026455026454,0.3005291005291005,0.0010582010582010585,0.01164021164021164,0.033862433862433865,0.02328042328042328,0.015873015873015872,0.01798941798941799,0.0031746031746031746,4,0
40,996,1346544000,26,Aris Venetikidis,1,1348927347,Mapmaker,Making sense of maps,661530,0.03231597845601436,0.02333931777378815,0.007181328545780971,0.059245960502693,0.26929982046678635,0.15439856373429084,0.0718132854578097,0.07001795332136446,0.010771992818671456,0.13464991023339318,0.010771992818671456,0.0466786355475763,0.09874326750448834,0.010771992818671456,4,1
